accession	tax_id	organism	superkingdom	phylum	class	order	family	genus	species
A0ABY4GUV8	2932258	Halobacillus shinanisalinarum		Bacillota	Bacilli	Bacillales	Bacillaceae	Halobacillus	Halobacillus shinanisalinarum
A0ABY4H300	2932258	Halobacillus shinanisalinarum		Bacillota	Bacilli	Bacillales	Bacillaceae	Halobacillus	Halobacillus shinanisalinarum
A0ABY4H5I7	2932258	Halobacillus shinanisalinarum		Bacillota	Bacilli	Bacillales	Bacillaceae	Halobacillus	Halobacillus shinanisalinarum
A0ABY4H7L7	2932259	Halobacillus amylolyticus		Bacillota	Bacilli	Bacillales	Bacillaceae	Halobacillus	Halobacillus amylolyticus
A0ABY4H8R2	2932259	Halobacillus amylolyticus		Bacillota	Bacilli	Bacillales	Bacillaceae	Halobacillus	Halobacillus amylolyticus
A0ABY4HAR2	2932259	Halobacillus amylolyticus		Bacillota	Bacilli	Bacillales	Bacillaceae	Halobacillus	Halobacillus amylolyticus
A0ABY4HBF4	2932259	Halobacillus amylolyticus		Bacillota	Bacilli	Bacillales	Bacillaceae	Halobacillus	Halobacillus amylolyticus
A0ABY4JFS7	371036	Gottfriedia acidiceleris		Bacillota	Bacilli	Bacillales	Bacillaceae	Gottfriedia	Gottfriedia acidiceleris
A0ABY4JGS1	371036	Gottfriedia acidiceleris		Bacillota	Bacilli	Bacillales	Bacillaceae	Gottfriedia	Gottfriedia acidiceleris
A0ABY4JHF3	371036	Gottfriedia acidiceleris		Bacillota	Bacilli	Bacillales	Bacillaceae	Gottfriedia	Gottfriedia acidiceleris
A0ABY4JHN6	371036	Gottfriedia acidiceleris		Bacillota	Bacilli	Bacillales	Bacillaceae	Gottfriedia	Gottfriedia acidiceleris
A0ABY4RGE5	2020716	Paenibacillus konkukensis		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus konkukensis
A0ABY4RH29	2020716	Paenibacillus konkukensis		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus konkukensis
A0ABY4RRH7	2020716	Paenibacillus konkukensis		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus konkukensis
A0ABY4RYF4	2020716	Paenibacillus konkukensis		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus konkukensis
A0ABY4WCE1	2950604	Brevibacillus ruminantium		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus ruminantium
A0ABY4WI63	2950604	Brevibacillus ruminantium		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus ruminantium
A0ABY4WJ29	2950604	Brevibacillus ruminantium		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus ruminantium
A0ABY4WNY8	2950604	Brevibacillus ruminantium		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus ruminantium
A0ABY4WSA3	2950604	Brevibacillus ruminantium		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus ruminantium
A0ABY4XUZ8	72361	Bacillus vallismortis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis
A0ABY4XVA6	72361	Bacillus vallismortis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis
A0ABY4XWI6	72361	Bacillus vallismortis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis
A0ABY4XYZ2	72361	Bacillus vallismortis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis
A0ABY4Y1B7	72361	Bacillus vallismortis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis
A0ABY5FPI5	33987	Exiguobacterium aurantiacum		Bacillota	Bacilli	Bacillales		Exiguobacterium	Exiguobacterium aurantiacum
A0ABY5JX09	1462527	Oceanobacillus jeddahense		Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus jeddahense
A0ABY5K2M7	1462527	Oceanobacillus jeddahense		Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus jeddahense
A0ABY5S468	2909671	Paenibacillus spongiae		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus spongiae
A0ABY5S5L6	2909671	Paenibacillus spongiae		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus spongiae
A0ABY5U1P4	37482	Laceyella sacchari		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Laceyella	Laceyella sacchari
A0ABY5U1Z7	37482	Laceyella sacchari		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Laceyella	Laceyella sacchari
A0ABY5VCV3	438033	Ruminococcus gauvreauii		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus gauvreauii
A0ABY6T032	1530	Clostridium carnis		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium carnis
A0ABY6YYG1	1475485	Alicyclobacillus dauci		Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus dauci
A0ABY6YZB3	1475485	Alicyclobacillus dauci		Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus dauci
A0ABY6Z223	1475485	Alicyclobacillus dauci		Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus dauci
A0ABY6Z347	1475485	Alicyclobacillus dauci		Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus dauci
A0ABY6Z7P2	1475485	Alicyclobacillus dauci		Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus dauci
A0ABY6Z974	1475485	Alicyclobacillus dauci		Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus dauci
A0ABY6ZBH5	1475485	Alicyclobacillus dauci		Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus dauci
A0ABY6ZF54	392011	Alicyclobacillus fastidiosus		Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus fastidiosus
A0ABY6ZGF4	392011	Alicyclobacillus fastidiosus		Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus fastidiosus
A0ABY6ZH86	392011	Alicyclobacillus fastidiosus		Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus fastidiosus
A0ABY6ZNL0	392011	Alicyclobacillus fastidiosus		Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus fastidiosus
A0ABY6ZPT5	392011	Alicyclobacillus fastidiosus		Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus fastidiosus
A0ABY7AAF0	29375	Lacrimispora xylanolytica		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lacrimispora	Lacrimispora xylanolytica
A0ABY7BE01	29324	Caldicellulosiruptor naganoensis		Bacillota		Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor naganoensis
A0ABY7I083	260554	Bacillus halotolerans		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus halotolerans
A0ABY7I0H9	260554	Bacillus halotolerans		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus halotolerans
A0ABY7W6S1	766894	Shouchella hunanensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Shouchella	Shouchella hunanensis
A0ABY7WCB3	766894	Shouchella hunanensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Shouchella	Shouchella hunanensis
A0ABY7XG72	521520	Paenibacillus urinalis		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus urinalis
A0ABY8EGW3	3036126	Tepidibacter hydrothermalis		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Tepidibacter	Tepidibacter hydrothermalis
A0ABY8IU83	554880	Halobacillus naozhouensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Halobacillus	Halobacillus naozhouensis
A0ABY8IY47	554880	Halobacillus naozhouensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Halobacillus	Halobacillus naozhouensis
A0ABY8R711	1490	Paraclostridium bifermentans		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Paraclostridium	Paraclostridium bifermentans
A0ABY8UVT3	265426	Pontibacillus chungwhensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Pontibacillus	Pontibacillus chungwhensis
A0ABY8V5S9	265426	Pontibacillus chungwhensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Pontibacillus	Pontibacillus chungwhensis
A0ABY8X5Q0	3050112	Paenibacillus polygoni		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polygoni
A0ABY8XA63	3050112	Paenibacillus polygoni		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polygoni
A0ABY9JPL4	86663	Bacillus carboniphilus		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus carboniphilus
A0ABY9JXV9	86663	Bacillus carboniphilus		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus carboniphilus
A0ABY9KWF3	3054939	Aciduricibacillus chroicocephali		Bacillota	Bacilli	Bacillales	Bacillaceae	Aciduricibacillus	Aciduricibacillus chroicocephali
A0ABY9MFG0	860353	Geobacillus proteiniphilus		Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus proteiniphilus
A0ABY9Q0V0	1541	Terrisporobacter mayombei		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Terrisporobacter	Terrisporobacter mayombei
A0ABY9Q144	1541	Terrisporobacter mayombei		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Terrisporobacter	Terrisporobacter mayombei
A0ABY9Q4W7	1541	Terrisporobacter mayombei		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Terrisporobacter	Terrisporobacter mayombei
A0ABY9QAE0	33940	Geobacillus thermodenitrificans		Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus thermodenitrificans
A0ABY9QFL7	33940	Geobacillus thermodenitrificans		Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus thermodenitrificans
A0ABY9SWH2	1393	Brevibacillus brevis		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus brevis
A0ABY9T1U9	1393	Brevibacillus brevis		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus brevis
A0ABY9T1Y2	1393	Brevibacillus brevis		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus brevis
A0ABY9TBB1	1393	Brevibacillus brevis		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus brevis
A0ABY9TC96	1393	Brevibacillus brevis		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus brevis
A0ABY9TFD4	1393	Brevibacillus brevis		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus brevis
A0ABY9VAF4	129985	Mesobacillus jeotgali		Bacillota	Bacilli	Bacillales	Bacillaceae	Mesobacillus	Mesobacillus jeotgali
A0ABY9VAS5	129985	Mesobacillus jeotgali		Bacillota	Bacilli	Bacillales	Bacillaceae	Mesobacillus	Mesobacillus jeotgali
A0ABY9VEV7	129985	Mesobacillus jeotgali		Bacillota	Bacilli	Bacillales	Bacillaceae	Mesobacillus	Mesobacillus jeotgali
A0ABY9WD53	1868734	Aeribacillus composti		Bacillota	Bacilli	Bacillales	Bacillaceae	Aeribacillus	Aeribacillus composti
A0ABY9WIZ8	1868734	Aeribacillus composti		Bacillota	Bacilli	Bacillales	Bacillaceae	Aeribacillus	Aeribacillus composti
A0ABZ0KTB9	3020056	Sporosarcina jeotgali		Bacillota	Bacilli	Bacillales	Caryophanaceae	Sporosarcina	Sporosarcina jeotgali
A0ABZ0LAA7	3056444	Sporosarcina oncorhynchi		Bacillota	Bacilli	Bacillales	Caryophanaceae	Sporosarcina	Sporosarcina oncorhynchi
A0ABZ0QQ86	554949	Thermaerobacter composti		Bacillota	Clostridia	Eubacteriales	Clostridiales Family XVII. Incertae Sedis	Thermaerobacter	Thermaerobacter composti
A0ABZ0QR02	554949	Thermaerobacter composti		Bacillota	Clostridia	Eubacteriales	Clostridiales Family XVII. Incertae Sedis	Thermaerobacter	Thermaerobacter composti
A0ABZ0RSE7	1470088	Lysinibacillus louembei		Bacillota	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus louembei
A0ABZ0U334	1387557	Anaerocellum danielii		Bacillota		Caldicellulosiruptorales	Caldicellulosiruptoraceae	Anaerocellum	Anaerocellum danielii
A0ABZ0UF94	1532	Blautia coccoides		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia producta
A0ABZ1BN11	3109564	Geochorda subterranea		Bacillota	Limnochordia	Limnochordales	Geochordaceae	Geochorda	Geochorda subterranea
A0ABZ1BU81	3109564	Geochorda subterranea		Bacillota	Limnochordia	Limnochordales	Geochordaceae	Geochorda	Geochorda subterranea
A0ABZ1C0W5	3109565	Carboxydichorda subterranea		Bacillota	Limnochordia	Limnochordales	Geochordaceae	Carboxydichorda	Carboxydichorda subterranea
A0ABZ2C8I6	1737571	Niallia oryzisoli		Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	Niallia oryzisoli
A0ABZ2CBU6	1737571	Niallia oryzisoli		Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	Niallia oryzisoli
A0ABZ2CJ31	1737571	Niallia oryzisoli		Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	Niallia oryzisoli
A0ABZ2CK87	1737571	Niallia oryzisoli		Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	Niallia oryzisoli
A0ABZ2CK92	1737571	Niallia oryzisoli		Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	Niallia oryzisoli
A0ABZ2CLN4	1737571	Niallia oryzisoli		Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	Niallia oryzisoli
A0ABZ2CN68	1737571	Niallia oryzisoli		Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	Niallia oryzisoli
A0ABZ2CPJ5	866786	Shouchella rhizosphaerae		Bacillota	Bacilli	Bacillales	Bacillaceae	Shouchella	Shouchella rhizosphaerae
A0ABZ2EVZ6	1121315	Terrisporobacter glycolicus ATCC 14880 = DSM 1288		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Terrisporobacter	Terrisporobacter glycolicus
A0ABZ2EW25	1121315	Terrisporobacter glycolicus ATCC 14880 = DSM 1288		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Terrisporobacter	Terrisporobacter glycolicus
A0ABZ2MMP2	3117747	Metabacillus rhizosphaerae		Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus rhizosphaerae
A0ABZ2MNK2	3117747	Metabacillus rhizosphaerae		Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus rhizosphaerae
A0ABZ2MSU2	3117747	Metabacillus rhizosphaerae		Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus rhizosphaerae
A0ABZ2MT41	3117747	Metabacillus rhizosphaerae		Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus rhizosphaerae
A0ABZ2MY60	3117747	Metabacillus rhizosphaerae		Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus rhizosphaerae
A0ABZ2N5Q8	3129297	Bacillus kandeliae		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus kandeliae
A0ABZ2NEX1	3117746	Metabacillus sediminis		Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus sediminis
A0ABZ2NGN2	3117746	Metabacillus sediminis		Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus sediminis
A0ABZ2VID9	2817477	Bacillus paramobilis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus paramobilis
A0ABZ2VQ24	2817477	Bacillus paramobilis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus paramobilis
A0ABZ2Y7N3	879970	Defluviitalea saccharophila		Bacillota	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitalea	Defluviitalea saccharophila
A0ABZ2ZG89	3051614	Cytobacillus pseudoceanisediminis		Bacillota	Bacilli	Bacillales	Bacillaceae	Cytobacillus	Cytobacillus pseudoceanisediminis
A0ABZ2ZIE6	3051614	Cytobacillus pseudoceanisediminis		Bacillota	Bacilli	Bacillales	Bacillaceae	Cytobacillus	Cytobacillus pseudoceanisediminis
A0ABZ2ZPA5	3051614	Cytobacillus pseudoceanisediminis		Bacillota	Bacilli	Bacillales	Bacillaceae	Cytobacillus	Cytobacillus pseudoceanisediminis
A0ABZ3CJJ0	3136731	Salinicoccus bachuensis		Bacillota	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus	Salinicoccus bachuensis
A0ABZ3CK48	3136731	Salinicoccus bachuensis		Bacillota	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus	Salinicoccus bachuensis
A0ABZ3F2R2	3123317	Kineothrix sedimenti		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Kineothrix	Kineothrix sedimenti
A0ABZ3FGA5	1460447	Terrisporobacter petrolearius		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Terrisporobacter	Terrisporobacter petrolearius
A0ABZ3FH10	1460447	Terrisporobacter petrolearius		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Terrisporobacter	Terrisporobacter petrolearius
A0ABZ3IFC7	1123289	Sporomusa silvacetica DSM 10669		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa silvacetica
A0ABZ3IHP3	1123289	Sporomusa silvacetica DSM 10669		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa silvacetica
A0ABZ3IID1	1123289	Sporomusa silvacetica DSM 10669		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa silvacetica
A0ABZ3ITR4	1123289	Sporomusa silvacetica DSM 10669		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa silvacetica
A0ABZ3IY96	1123286	Sporomusa acidovorans DSM 3132		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa acidovorans
A0ABZ3J357	1123286	Sporomusa acidovorans DSM 3132		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa acidovorans
A0ABZ3J613	1123286	Sporomusa acidovorans DSM 3132		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa acidovorans
A0ABZ3J6T6	1123286	Sporomusa acidovorans DSM 3132		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa acidovorans
A0ABZ3J6V0	1123286	Sporomusa acidovorans DSM 3132		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa acidovorans
A0ABZ3J984	1123286	Sporomusa acidovorans DSM 3132		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa acidovorans
A0ABZ3JBG2	1123286	Sporomusa acidovorans DSM 3132		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa acidovorans
A0ABZ3JBT5	1123286	Sporomusa acidovorans DSM 3132		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa acidovorans
A0Q278	386415	Clostridium novyi (strain NT)		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium novyi
A1HNM7	401526	Thermosinus carboxydivorans Nor1		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Thermosinus	Thermosinus carboxydivorans
A3DC40	203119	Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372)		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Acetivibrio	Acetivibrio thermocellus
A3DD47	203119	Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372)		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Acetivibrio	Acetivibrio thermocellus
A4IN35	420246	Geobacillus thermodenitrificans (strain NG80-2)		Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus thermodenitrificans
A4ISK5	420246	Geobacillus thermodenitrificans (strain NG80-2)		Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus thermodenitrificans
A4J5V2	349161	Desulforamulus reducens (strain ATCC BAA-1160 / DSM 100696 / MI-1)		Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulforamulus	Desulforamulus reducens
A4XMZ0	351627	Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331)		Bacillota		Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor saccharolyticus
A5D0C0	370438	Pelotomaculum thermopropionicum (strain DSM 13744 / JCM 10971 / SI)		Bacillota	Clostridia	Eubacteriales	Desulfotomaculaceae	Pelotomaculum	Pelotomaculum thermopropionicum
A5D0N6	370438	Pelotomaculum thermopropionicum (strain DSM 13744 / JCM 10971 / SI)		Bacillota	Clostridia	Eubacteriales	Desulfotomaculaceae	Pelotomaculum	Pelotomaculum thermopropionicum
A5I017	441771	Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A)		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium botulinum
A5I1Q7	441771	Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A)		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium botulinum
A5I7D4	441771	Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A)		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium botulinum
A5KJI1	411460	[Ruminococcus] torques ATCC 27756		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] torques
A5N601	431943	Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NBRC 12016 / NCIMB 10680 / K1)		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium kluyveri
A5N8T4	431943	Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NBRC 12016 / NCIMB 10680 / K1)		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium kluyveri
A5Z919	411463	Eubacterium ventriosum ATCC 27560		Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium ventriosum
A5ZND3	411459	Blautia obeum ATCC 29174		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia obeum
A6BGT2	411462	Dorea longicatena DSM 13814		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea longicatena
A6LXL0	290402	Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052)		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium beijerinckii
A6M290	290402	Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052)		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium beijerinckii
A6M292	290402	Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052)		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium beijerinckii
A6TLQ8	293826	Alkaliphilus metalliredigens (strain QYMF)		Bacillota	Clostridia	Peptostreptococcales	Natronincolaceae	Alkaliphilus	Alkaliphilus metalliredigens
A6TTF0	293826	Alkaliphilus metalliredigens (strain QYMF)		Bacillota	Clostridia	Peptostreptococcales	Natronincolaceae	Alkaliphilus	Alkaliphilus metalliredigens
A6TVY2	293826	Alkaliphilus metalliredigens (strain QYMF)		Bacillota	Clostridia	Peptostreptococcales	Natronincolaceae	Alkaliphilus	Alkaliphilus metalliredigens
A7B4T9	411470	Mediterraneibacter gnavus (strain ATCC 29149 / DSM 114966 / JCM 6515 / VPI C7-9)		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter gnavus
A7GBL5	441772	Clostridium botulinum (strain Langeland / NCTC 10281 / Type F)		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium botulinum
A7GJ04	441772	Clostridium botulinum (strain Langeland / NCTC 10281 / Type F)		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium botulinum
A7GNZ9	315749	Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98)		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cytotoxicus
A7GUI5	315749	Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98)		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cytotoxicus
A7Z1V3	326423	Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42)		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis
A7Z1V6	326423	Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42)		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis
A7Z2T2	326423	Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42)		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis
A7Z8K1	326423	Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42)		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis
A7ZAR0	326423	Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42)		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis
A8FBD5	315750	Bacillus pumilus (strain SAFR-032)		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus
A8FH82	315750	Bacillus pumilus (strain SAFR-032)		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus
A8MGG2	350688	Alkaliphilus oremlandii (strain OhILAs)		Bacillota	Clostridia	Peptostreptococcales	Natronincolaceae	Alkaliphilus	Alkaliphilus oremlandii
A8MJU0	350688	Alkaliphilus oremlandii (strain OhILAs)		Bacillota	Clostridia	Peptostreptococcales	Natronincolaceae	Alkaliphilus	Alkaliphilus oremlandii
A8RFX6	428127	Amedibacillus dolichus DSM 3991		Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Amedibacillus	Amedibacillus dolichus
