accession	superkingdom	phylum	class	order	family	genus	species
SORW01000018.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Jeotgalibacillus	Jeotgalibacillus sp. R-1-5s-1
BDQG01000001.1		Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geoanaerobacter	Geoanaerobacter pelophilus
CP003355.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus larvae
FMUS01000013.1		Bacillota	Clostridia	Peptostreptococcales	Natronincolaceae	Alkaliphilus	Alkaliphilus peptidifermentans
FOES01000005.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Piscibacillus	Piscibacillus halophilus
FUYD01000012.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. USBA 49
JACDUU010000002.1		Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Paranoxybacillus	[Anoxybacillus] calidus
JAQV02000018.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. SJS
JXRQ01000015.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Jeotgalibacillus	Jeotgalibacillus alimentarius
NOJY02000024.1		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	Romboutsia weinsteinii
QEAS01000001.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pararcticibacter	Pararcticibacter amylolyticus
BORP01000002.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus	Ornithinibacillus bavariensis
FNQE01000004.1		Bacillota	Clostridia	Eubacteriales		Proteiniborus	Proteiniborus ethanoligenes
FPBY01000103.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. DSM 8431
JADKPV010000003.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Savagea	Savagea serpentis
LR700944.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Terribacillus	Terribacillus sp. AE2B 122
LTBA01000038.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium tepidiprofundi
SEDA01000697.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp.
LMFL01000023.1		Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas sp. Root1423
FNJU01000013.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Litchfieldia	Litchfieldia salsa
HF996449.1		Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister invisus
JAGSOJ010000003.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Oceanirhabdus	Oceanirhabdus seepicola
LDJR01000058.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Lederbergia	Lederbergia galactosidilytica
LSGP01000028.1		Bacillota	Negativicutes		Acetonemataceae	Anaerosporomusa	Anaerosporomusa subterranea
MASJ01000034.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Caryophanon	Caryophanon tenue
PETE01000002.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. CT7
SRJD01000004.1		Bacillota	Bacilli	Bacillales	Sporolactobacillaceae	Sporolactobacillus	Sporolactobacillus shoreae
AWQQ01000069.1		Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulforamulus	Desulforamulus profundi
BMFK01000004.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia taiwanensis
JACHHB010000003.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Texcoconibacillus	Texcoconibacillus texcoconensis
JANJZL010000008.1		Bacillota	Tissierellia	Tissierellales	Sporanaerobacteraceae	Anaerosalibacter	Anaerosalibacter massiliensis
MSFI01000023.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Domibacillus	Domibacillus epiphyticus
PVXP01000028.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium luticellarii
RBZP01000002.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus halophilus
SLVV01000008.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Mesobacillus	Mesobacillus foraminis
WVHS01000003.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Hufsiella	Hufsiella ginkgonis
CP003732.1		Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermacetogenium	Thermacetogenium phaeum
FOAB01000003.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina amphilecti
PDYR01000009.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Sporosarcina	Sporosarcina sp. P19
QFVR01000020.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Kurthia	Kurthia sibirica
SORW01000052.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Jeotgalibacillus	Jeotgalibacillus sp. R-1-5s-1
AM180355.1		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
AMPQ01000003.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Salimicrobium	Salimicrobium jeotgali
CBXI010000040.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium tyrobutyricum
CYSP01000010.1		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Propionispora	Propionispora sp. 2/2-37
FOTI01000005.1		Bacillota	Clostridia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	Halanaerobium salsuginis
FQVM01000007.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium fallax
JAGJEA010000001.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina sp. MMG016
LGCK01000014.1		Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea	Leptolinea tardivitalis
WBOS01000005.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Cytobacillus	Cytobacillus depressus
JOTN01000018.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus manliponensis
LGCM01000046.1		Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Levilinea	Levilinea saccharolytica
PISE01000022.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	Niallia nealsonii
AWTC01000003.1		Bacillota	Bacilli	Bacillales	Sporolactobacillaceae	Sporolactobacillus	Sporolactobacillus laevolacticus
CP001124.1		Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Citrifermentans	Citrifermentans bemidjiense
LWAE01000006.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium magnum
MJEH01000033.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus solimangrovi
SMAL01000004.1		Bacillota	Clostridia	Lachnospirales	Natranaerovirgaceae	Natranaerovirga	Natranaerovirga pectinivora
VLXZ01000001.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Alkalicoccobacillus	Alkalicoccobacillus porphyridii
AVBG01000010.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Pontibacillus	Pontibacillus chungwhensis
CBXI010000023.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium tyrobutyricum
CP002780.1		Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulforamulus	Desulforamulus ruminis
FPBY01000099.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. DSM 8431
JAGYPD010000006.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FJAT-50079
JXIQ01000020.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Mesobacillus	Mesobacillus subterraneus
KQ758619.1		Bacillota	Bacilli	Bacillales	Fictibacillaceae	Fictibacillus	Fictibacillus enclensis
OAOP01000008.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus oleivorans
BJYL01000027.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Sporosarcina	Sporosarcina luteola
JACRTG010000004.1		Bacillota	Tissierellia	Tissierellales	Tissierellaceae	Paratissierella	Paratissierella segnis
LKET01000029.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Oxobacter	Oxobacter pfennigii
FNNQ01000017.1		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Marininema	Marininema mesophilum
FRAG01000006.1		Bacillota	Clostridia	Peptostreptococcales	Caminicellaceae	Paramaledivibacter	Paramaledivibacter caminithermalis
RBZO01000001.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus bengalensis
FQWX01000018.1		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Asaccharospora	Asaccharospora irregularis
FRAG01000007.1		Bacillota	Clostridia	Peptostreptococcales	Caminicellaceae	Paramaledivibacter	Paramaledivibacter caminithermalis
JACOPO010000001.1		Bacillota	Clostridia	Eubacteriales		Flintibacter	Flintibacter hominis
JXLL01000024.1		Bacillota	Tissierellia	Tissierellales	Thermohalobacteraceae	Caloranaerobacter	Caloranaerobacter sp. TR13
RAPK01000012.1		Bacillota	Bacilli	Bacillales	Sporolactobacillaceae	Sinobaca	Sinobaca qinghaiensis
ALPT02000062.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus	Alkalihalobacillus alcalophilus
CAOS01000003.1		Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulforamulus	Desulforamulus hydrothermalis
FQVH01000016.1		Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobius	Caldanaerobius fijiensis
FQYP01000003.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina spongiae
JAKNID010000012.1		Bacillota	Tissierellia	Tissierellales	Sporanaerobacteraceae	Anaerosalibacter	Anaerosalibacter bizertensis
MLQS01000001.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Anaerobacillus	Anaerobacillus alkalidiazotrophicus
SLWV01000022.1		Bacillota	Clostridia	Peptostreptococcales	Thermotaleaceae	Marinisporobacter	Marinisporobacter balticus
VIGD01000019.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Ureibacillus	Ureibacillus terrenus
FOXU01000007.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Psychrobacillus	Psychrobacillus psychrotolerans
LEKT01000028.1		Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera cerevisiae
BORC01000003.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Robertmurraya	Robertmurraya siralis
BORO01000025.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus sp. J11TS1
FWWT01000008.1		Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulfonispora	Desulfonispora thiosulfatigenes
VLKZ01000005.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Halalkalibacter	Halalkalibacter nanhaiisediminis
WSLF01000024.1		Bacillota	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitalea	Defluviitalea raffinosedens
AVBF01000002.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Pontibacillus	Pontibacillus yanchengensis
CP000382.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium novyi
CP036259.1		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa termitida
JACXAI010000012.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus arenae
NUDY01000029.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pseudomycoides
CP002160.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium cellulovorans
FMUS01000009.1		Bacillota	Clostridia	Peptostreptococcales	Natronincolaceae	Alkaliphilus	Alkaliphilus peptidifermentans
LJCO01000058.1		Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus ferrooxydans
VNHM01000005.1		Bacillota	Clostridia	Eubacteriales	Desulfallaceae	Desulfallas	Desulfallas thermosapovorans
JAGKSQ010000001.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Halalkalibacter	Halalkalibacter suaedae
BAVS01000004.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	Gracilibacillus boraciitolerans
FQVM01000003.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium fallax
FXTU01000005.1		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Laceyella	Laceyella tengchongensis
ML122565.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Rummeliibacillus	Rummeliibacillus sp. TYF005
RHIB01000002.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Alteribacter	Alteribacter keqinensis
JACDUT010000006.1		Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Thermaerobacillus	Thermaerobacillus caldiproteolyticus
JACHHJ010000001.1		Bacillota	Bacilli	Bacillales		Geomicrobium	Geomicrobium halophilum
JTFC01000026.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Kurthia	Candidatus Kurthia intestinigallinarum
LDYG01000042.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus coahuilensis
AWTC01000006.1		Bacillota	Bacilli	Bacillales	Sporolactobacillaceae	Sporolactobacillus	Sporolactobacillus laevolacticus
JAAGOB010000004.1		Actinomycetota	Actinomycetes	Jiangellales	Jiangellaceae	Phytoactinopolyspora	Phytoactinopolyspora alkaliphila
LWSG01000008.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus litoralis
CP017141.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter steynii
FUXM01000012.1		Bacillota	Clostridia	Eubacteriales	Clostridiales Family XVI. Incertae Sedis	Carboxydocella	Carboxydocella sporoproducens
JPVN01000028.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Ureibacillus	Ureibacillus manganicus
MAMP01000001.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Domibacillus	Domibacillus iocasae
FNEN01000011.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Natribacillus	Natribacillus halophilus
FUWH01000007.1		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium ginsengisoli
JWHR01000087.1		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Terrisporobacter	Terrisporobacter othiniensis
PISD01000005.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Cytobacillus	Cytobacillus horneckiae
WKKI01000008.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus lacus
AFGF01000085.1		Bacillota	Negativicutes		Acetonemataceae	Acetonema	Acetonema longum
AODH01000012.1		Bacillota	Bacilli	Bacillales	Listeriaceae	Brochothrix	Brochothrix campestris
CP007453.1		Bacillota	Clostridia	Peptostreptococcales	Peptoclostridiaceae	Peptoclostridium	Peptoclostridium acidaminophilum
LSLK01000076.1		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa silvacetica
NWUL01000008.1		Bacillota	Clostridia	Eubacteriales	Clostridiales Family XVII. Incertae Sedis	Sulfobacillus	Sulfobacillus sp. hq2
HG917868.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium bornimense
JACXSI010000045.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus faecalis
JXRR01000001.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Jeotgalibacillus	Jeotgalibacillus campisalis
KE150418.1		Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus sp. HGB0015
LITT01000002.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium ljungdahlii
RBZN01000006.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Ureibacillus	Ureibacillus endophyticus
SIJB01000029.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Chengkuizengella	Chengkuizengella marina
UFXS01000001.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Empedobacter	Empedobacter falsenii
VDCQ01000087.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus hemerocallicola
CAJVAS010000014.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus solanacearum
FMIF01000025.1		Bacillota	Tissierellia	Tissierellales	Sporanaerobacteraceae	Sporanaerobacter	Sporanaerobacter sp. PP17-6a
FQZP01000011.1		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Thermoclostridium	Thermoclostridium caenicola
JACHGK010000003.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus benzoevorans
LGKO01000005.1		Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Thermanaerothrix	Thermanaerothrix daxensis
QWEI01000006.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Ureibacillus	Ureibacillus yapensis
JMFY01000018.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. HMP27
JPVP01000053.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus odysseyi
KQ758660.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia veravalensis
LSLK01000048.1		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa silvacetica
JMFY01000019.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. HMP27
RIAX01000007.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Planococcus	Planococcus salinus
SLWV01000026.1		Bacillota	Clostridia	Peptostreptococcales	Thermotaleaceae	Marinisporobacter	Marinisporobacter balticus
APML01000060.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	Gracilibacillus halophilus
LOED01000065.1		Bacillota	Clostridia	Thermosediminibacterales	Thermosediminibacteraceae	Fervidicola	Fervidicola ferrireducens
RYZZ01000006.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus cavernae
AVPF01000003.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Pontibacillus	Pontibacillus marinus
BKZQ01000019.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Heyndrickxia	Weizmannia acidilactici
BORE01000003.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. J14TS2
CP006721.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium saccharobutylicum
FPBY01000121.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. DSM 8431
BMOF01000013.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Calditerricola	Calditerricola satsumensis
CCDP010000002.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus massiliensis
CP041243.1		Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas sp. M20
SGJB01000003.1		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Peptacetobacter	Peptacetobacter hominis
BAUW01000130.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Mesobacillus	Mesobacillus boroniphilus
CP003198.1		Synergistota	Synergistia	Synergistales	Acetomicrobiaceae	Acetomicrobium	Acetomicrobium mobile
JAGIYQ010000006.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Gottfriedia	Gottfriedia endophytica
BJYE01000024.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Halolactibacillus	Halolactibacillus alkaliphilus
BMOS01000018.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus indicireducens
CP136964.1		Bacillota	Bacilli	Bacillales	Staphylococcaceae	Nosocomiicoccus	Nosocomiicoccus massiliensis
FQVL01000008.1		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Seinonella	Seinonella peptonophila
JACHCR010000012.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp. FT3.2
LGCM01000017.1		Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Levilinea	Levilinea saccharolytica
VLXZ01000019.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Alkalicoccobacillus	Alkalicoccobacillus porphyridii
AEXQ01000068.1		Bacillota	Erysipelotrichia	Erysipelotrichales	Turicibacteraceae	Turicibacter	Turicibacter sp. HGF1
DF967965.1		Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Anaerolinea thermolimosa
JTFC01000011.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Kurthia	Candidatus Kurthia intestinigallinarum
UPPP01000059.1		Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Lucifera	Lucifera butyrica
JAFNJU010000009.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Proteiniclasticum	Proteiniclasticum aestuarii
LEKT01000001.1		Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera cerevisiae
NUMC01000034.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. AFS040349
JACHGH010000004.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Salirhabdus	Salirhabdus euzebyi
JACMIN010000245.1		Bacteroidota	Chitinophagia	Chitinophagales			Chitinophagales bacterium
LQYN01000015.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Heyndrickxia	Heyndrickxia sporothermodurans
QWEH01000032.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus profundus
FOKI01000010.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium frigidicarnis
FQZO01000001.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium amylolyticum
JACHHX010000001.1		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Rehaibacterium	Rehaibacterium terrae
SMAN01000019.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Melghiribacillus	Melghiribacillus thermohalophilus
JMFY01000001.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. HMP27
SRJD01000036.1		Bacillota	Bacilli	Bacillales	Sporolactobacillaceae	Sporolactobacillus	Sporolactobacillus shoreae
SSNT01000013.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus sediminilitoris
CP002390.1		Bacillota	Clostridia	Peptostreptococcales	Filifactoraceae	Filifactor	Filifactor alocis
LAZH01000062.1		Bacillota	Bacilli				Bacilli bacterium VT-13-104
QCZG01000024.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Pueribacillus	Pueribacillus theae
RHHQ01000011.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus fluminis
FRAG01000005.1		Bacillota	Clostridia	Peptostreptococcales	Caminicellaceae	Paramaledivibacter	Paramaledivibacter caminithermalis
NUDY01000071.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pseudomycoides
AJLS01000141.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus bataviensis
